 
****************************************
Report : area
Design : Baseline_4KB
Version: O-2018.06-SP5-5
Date   : Tue Feb  3 05:06:24 2026
****************************************

Library(s) Used:

    tcbn22ullbwp30p140tt0p9v25c (File: /home21/longyang/common/share/tsmc22/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140_110b/AN61001_20201222/TSMCHOME/digital/Front_End/timing_power_noise/NLDM/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140tt0p9v25c.db)

Number of ports:                       732677
Number of nets:                       5300530
Number of cells:                      4620723
Number of combinational cells:        3799702
Number of sequential cells:            804365
Number of macros/black boxes:               0
Number of buf/inv:                     379754
Number of references:                    3237

Combinational area:            2464309.603857
Buf/Inv area:                   101492.748947
Noncombinational area:         1573477.267209
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:               4037786.871065
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area                Local cell area
                                  ---------------------  ---------------------------------- 
Hierarchical cell                 Absolute      Percent  Combi-        Noncombi-     Black-
                                  Total         Total    national      national      boxes   Design
ram_ctrl_inst_9_125/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1302
ram_ctrl_inst_9_125/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1302
ram_ctrl_inst_9_125/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1302_DW01_add_1
ram_ctrl_inst_9_125/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1302_DW01_add_0
ram_ctrl_inst_9_125/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1302_DW01_sub_0
ram_ctrl_inst_9_128                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1301
ram_ctrl_inst_9_128/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1301
ram_ctrl_inst_9_128/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1301
ram_ctrl_inst_9_128/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1301_DW01_add_1
ram_ctrl_inst_9_128/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1301_DW01_add_0
ram_ctrl_inst_9_128/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1301_DW01_sub_0
ram_ctrl_inst_9_133                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1300
ram_ctrl_inst_9_133/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1300
ram_ctrl_inst_9_133/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1300
ram_ctrl_inst_9_133/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1300_DW01_add_1
ram_ctrl_inst_9_133/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1300_DW01_add_0
ram_ctrl_inst_9_133/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1300_DW01_sub_0
ram_ctrl_inst_9_141                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1299
ram_ctrl_inst_9_141/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1299
ram_ctrl_inst_9_141/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1299
ram_ctrl_inst_9_141/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1299_DW01_add_1
ram_ctrl_inst_9_141/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1299_DW01_add_0
ram_ctrl_inst_9_141/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1299_DW01_sub_0
ram_ctrl_inst_9_144                  1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1298
ram_ctrl_inst_9_144/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1298
ram_ctrl_inst_9_144/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_1298
ram_ctrl_inst_9_144/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1298_DW01_add_1
ram_ctrl_inst_9_144/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1298_DW01_add_0
ram_ctrl_inst_9_144/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1298_DW01_sub_0
ram_ctrl_inst_9_152                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1297
ram_ctrl_inst_9_152/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1297
ram_ctrl_inst_9_152/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1297
ram_ctrl_inst_9_152/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1297_DW01_add_1
ram_ctrl_inst_9_152/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1297_DW01_add_0
ram_ctrl_inst_9_152/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1297_DW01_sub_0
ram_ctrl_inst_9_158                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1296
ram_ctrl_inst_9_158/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1296
ram_ctrl_inst_9_158/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1296
ram_ctrl_inst_9_158/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1296_DW01_add_1
ram_ctrl_inst_9_158/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1296_DW01_add_0
ram_ctrl_inst_9_158/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1296_DW01_sub_0
ram_ctrl_inst_9_16                   1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1323
ram_ctrl_inst_9_16/ram_ip_itdata     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1323
ram_ctrl_inst_9_16/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1323
ram_ctrl_inst_9_16/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1323_DW01_add_1
ram_ctrl_inst_9_16/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1323_DW01_add_0
ram_ctrl_inst_9_16/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1323_DW01_sub_0
ram_ctrl_inst_9_160                  1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1295
ram_ctrl_inst_9_160/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1295
ram_ctrl_inst_9_160/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_1295
ram_ctrl_inst_9_160/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1295_DW01_add_1
ram_ctrl_inst_9_160/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1295_DW01_add_0
ram_ctrl_inst_9_160/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1295_DW01_sub_0
ram_ctrl_inst_9_163                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1294
ram_ctrl_inst_9_163/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1294
ram_ctrl_inst_9_163/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1294
ram_ctrl_inst_9_163/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1294_DW01_add_1
ram_ctrl_inst_9_163/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1294_DW01_add_0
ram_ctrl_inst_9_163/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1294_DW01_sub_0
ram_ctrl_inst_9_170                  1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1293
ram_ctrl_inst_9_170/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1293
ram_ctrl_inst_9_170/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_1293
ram_ctrl_inst_9_170/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1293_DW01_add_1
ram_ctrl_inst_9_170/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1293_DW01_add_0
ram_ctrl_inst_9_170/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1293_DW01_sub_0
ram_ctrl_inst_9_177                  1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1292
ram_ctrl_inst_9_177/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1292
ram_ctrl_inst_9_177/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_1292
ram_ctrl_inst_9_177/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1292_DW01_add_1
ram_ctrl_inst_9_177/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1292_DW01_add_0
ram_ctrl_inst_9_177/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1292_DW01_sub_0
ram_ctrl_inst_9_182                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1291
ram_ctrl_inst_9_182/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1291
ram_ctrl_inst_9_182/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1291
ram_ctrl_inst_9_182/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1291_DW01_add_1
ram_ctrl_inst_9_182/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1291_DW01_add_0
ram_ctrl_inst_9_182/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1291_DW01_sub_0
ram_ctrl_inst_9_189                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1290
ram_ctrl_inst_9_189/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1290
ram_ctrl_inst_9_189/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1290
ram_ctrl_inst_9_189/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1290_DW01_add_1
ram_ctrl_inst_9_189/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1290_DW01_add_0
ram_ctrl_inst_9_189/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1290_DW01_sub_0
ram_ctrl_inst_9_19                   1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1322
ram_ctrl_inst_9_19/ram_ip_itdata     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1322
ram_ctrl_inst_9_19/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1322
ram_ctrl_inst_9_19/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1322_DW01_add_1
ram_ctrl_inst_9_19/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1322_DW01_add_0
ram_ctrl_inst_9_19/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1322_DW01_sub_0
ram_ctrl_inst_9_191                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1289
ram_ctrl_inst_9_191/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1289
ram_ctrl_inst_9_191/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1289
ram_ctrl_inst_9_191/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1289_DW01_add_1
ram_ctrl_inst_9_191/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1289_DW01_add_0
ram_ctrl_inst_9_191/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1289_DW01_sub_0
ram_ctrl_inst_9_197                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1288
ram_ctrl_inst_9_197/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1288
ram_ctrl_inst_9_197/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1288
ram_ctrl_inst_9_197/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1288_DW01_add_1
ram_ctrl_inst_9_197/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1288_DW01_add_0
ram_ctrl_inst_9_197/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1288_DW01_sub_0
ram_ctrl_inst_9_203                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1287
ram_ctrl_inst_9_203/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1287
ram_ctrl_inst_9_203/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1287
ram_ctrl_inst_9_203/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1287_DW01_add_1
ram_ctrl_inst_9_203/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1287_DW01_add_0
ram_ctrl_inst_9_203/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1287_DW01_sub_0
ram_ctrl_inst_9_208                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1286
ram_ctrl_inst_9_208/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1286
ram_ctrl_inst_9_208/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1286
ram_ctrl_inst_9_208/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1286_DW01_add_1
ram_ctrl_inst_9_208/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1286_DW01_add_0
ram_ctrl_inst_9_208/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1286_DW01_sub_0
ram_ctrl_inst_9_213                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1285
ram_ctrl_inst_9_213/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1285
ram_ctrl_inst_9_213/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1285
ram_ctrl_inst_9_213/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1285_DW01_add_1
ram_ctrl_inst_9_213/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1285_DW01_add_0
ram_ctrl_inst_9_213/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1285_DW01_sub_0
ram_ctrl_inst_9_216                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1284
ram_ctrl_inst_9_216/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1284
ram_ctrl_inst_9_216/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1284
ram_ctrl_inst_9_216/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1284_DW01_add_1
ram_ctrl_inst_9_216/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1284_DW01_add_0
ram_ctrl_inst_9_216/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1284_DW01_sub_0
ram_ctrl_inst_9_223                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1283
ram_ctrl_inst_9_223/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1283
ram_ctrl_inst_9_223/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1283
ram_ctrl_inst_9_223/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1283_DW01_add_1
ram_ctrl_inst_9_223/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1283_DW01_add_0
ram_ctrl_inst_9_223/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1283_DW01_sub_0
ram_ctrl_inst_9_226                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1282
ram_ctrl_inst_9_226/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1282
ram_ctrl_inst_9_226/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1282
ram_ctrl_inst_9_226/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1282_DW01_add_1
ram_ctrl_inst_9_226/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1282_DW01_add_0
ram_ctrl_inst_9_226/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1282_DW01_sub_0
ram_ctrl_inst_9_234                  1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1281
ram_ctrl_inst_9_234/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1281
ram_ctrl_inst_9_234/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_1281
ram_ctrl_inst_9_234/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1281_DW01_add_1
ram_ctrl_inst_9_234/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1281_DW01_add_0
ram_ctrl_inst_9_234/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1281_DW01_sub_0
ram_ctrl_inst_9_237                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1280
ram_ctrl_inst_9_237/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1280
ram_ctrl_inst_9_237/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1280
ram_ctrl_inst_9_237/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1280_DW01_add_1
ram_ctrl_inst_9_237/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1280_DW01_add_0
ram_ctrl_inst_9_237/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1280_DW01_sub_0
ram_ctrl_inst_9_247                  1368.3600      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1279
ram_ctrl_inst_9_247/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1279
ram_ctrl_inst_9_247/ram_port_1_ctrl_inst_0      98.4060     0.0      41.3280      18.1440 0.0000 ram_port_1_ctrl_1279
ram_ctrl_inst_9_247/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1279_DW01_add_1
ram_ctrl_inst_9_247/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1279_DW01_add_0
ram_ctrl_inst_9_247/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1279_DW01_sub_0
ram_ctrl_inst_9_251                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1278
ram_ctrl_inst_9_251/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1278
ram_ctrl_inst_9_251/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1278
ram_ctrl_inst_9_251/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1278_DW01_add_1
ram_ctrl_inst_9_251/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1278_DW01_add_0
ram_ctrl_inst_9_251/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1278_DW01_sub_0
ram_ctrl_inst_9_256                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1277
ram_ctrl_inst_9_256/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1277
ram_ctrl_inst_9_256/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1277
ram_ctrl_inst_9_256/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1277_DW01_add_1
ram_ctrl_inst_9_256/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1277_DW01_add_0
ram_ctrl_inst_9_256/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1277_DW01_sub_0
ram_ctrl_inst_9_259                  1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1276
ram_ctrl_inst_9_259/ram_ip_itdata    1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1276
ram_ctrl_inst_9_259/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1276
ram_ctrl_inst_9_259/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1276_DW01_add_1
ram_ctrl_inst_9_259/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1276_DW01_add_0
ram_ctrl_inst_9_259/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1276_DW01_sub_0
ram_ctrl_inst_9_26                   1368.7380      0.0        5.5440        0.0000  0.0000  combine_ram_ctrl_1321
ram_ctrl_inst_9_26/ram_ip_itdata     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_1321
ram_ctrl_inst_9_26/ram_port_1_ctrl_inst_0      98.7840     0.0      41.7060      18.1440 0.0000 ram_port_1_ctrl_1321
ram_ctrl_inst_9_26/ram_port_1_ctrl_inst_0/add_46       8.9460     0.0       8.9460       0.0000 0.0000 ram_port_1_ctrl_1321_DW01_add_1
ram_ctrl_inst_9_26/ram_port_1_ctrl_inst_0/add_46_2      14.1120     0.0      14.1120       0.0000 0.0000 ram_port_1_ctrl_1321_DW01_add_0
ram_ctrl_inst_9_26/ram_port_1_ctrl_inst_0/sub_46_3      15.8760     0.0      15.8760       0.0000 0.0000 ram_port_1_ctrl_1321_DW01_sub_0
