 
****************************************
Report : area
Design : Baseline_4KB
Version: O-2018.06-SP5-5
Date   : Tue Feb  3 05:06:24 2026
****************************************

Library(s) Used:

    tcbn22ullbwp30p140tt0p9v25c (File: /home21/longyang/common/share/tsmc22/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140_110b/AN61001_20201222/TSMCHOME/digital/Front_End/timing_power_noise/NLDM/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140tt0p9v25c.db)

Number of ports:                       732677
Number of nets:                       5300530
Number of cells:                      4620723
Number of combinational cells:        3799702
Number of sequential cells:            804365
Number of macros/black boxes:               0
Number of buf/inv:                     379754
Number of references:                    3237

Combinational area:            2464309.603857
Buf/Inv area:                   101492.748947
Noncombinational area:         1573477.267209
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:               4037786.871065
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area                Local cell area
                                  ---------------------  ---------------------------------- 
Hierarchical cell                 Absolute      Percent  Combi-        Noncombi-     Black-
                                  Total         Total    national      national      boxes   Design
combine_ram_llr_inst_370/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_163_DW01_inc_0
combine_ram_llr_inst_370/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2305
combine_ram_llr_inst_371             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_162
combine_ram_llr_inst_371/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_162
combine_ram_llr_inst_371/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_162_DW01_inc_0
combine_ram_llr_inst_371/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2304
combine_ram_llr_inst_372             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_161
combine_ram_llr_inst_372/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_161
combine_ram_llr_inst_372/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_161_DW01_inc_0
combine_ram_llr_inst_372/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2303
combine_ram_llr_inst_373             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_160
combine_ram_llr_inst_373/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_160
combine_ram_llr_inst_373/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_160_DW01_inc_0
combine_ram_llr_inst_373/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2302
combine_ram_llr_inst_374             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_159
combine_ram_llr_inst_374/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_159
combine_ram_llr_inst_374/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_159_DW01_inc_0
combine_ram_llr_inst_374/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2301
combine_ram_llr_inst_375             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_158
combine_ram_llr_inst_375/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_158
combine_ram_llr_inst_375/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_158_DW01_inc_0
combine_ram_llr_inst_375/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2300
combine_ram_llr_inst_376             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_157
combine_ram_llr_inst_376/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_157
combine_ram_llr_inst_376/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_157_DW01_inc_0
combine_ram_llr_inst_376/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2299
combine_ram_llr_inst_377             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_156
combine_ram_llr_inst_377/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_156
combine_ram_llr_inst_377/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_156_DW01_inc_0
combine_ram_llr_inst_377/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2298
combine_ram_llr_inst_378             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_155
combine_ram_llr_inst_378/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_155
combine_ram_llr_inst_378/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_155_DW01_inc_0
combine_ram_llr_inst_378/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2297
combine_ram_llr_inst_379             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_154
combine_ram_llr_inst_379/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_154
combine_ram_llr_inst_379/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_154_DW01_inc_0
combine_ram_llr_inst_379/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2296
combine_ram_llr_inst_38              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_495
combine_ram_llr_inst_38/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_495
combine_ram_llr_inst_38/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_495_DW01_inc_0
combine_ram_llr_inst_38/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2637
combine_ram_llr_inst_380             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_153
combine_ram_llr_inst_380/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_153
combine_ram_llr_inst_380/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_153_DW01_inc_0
combine_ram_llr_inst_380/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2295
combine_ram_llr_inst_381             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_152
combine_ram_llr_inst_381/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_152
combine_ram_llr_inst_381/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_152_DW01_inc_0
combine_ram_llr_inst_381/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2294
combine_ram_llr_inst_382             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_151
combine_ram_llr_inst_382/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_151
combine_ram_llr_inst_382/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_151_DW01_inc_0
combine_ram_llr_inst_382/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2293
combine_ram_llr_inst_383             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_150
combine_ram_llr_inst_383/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_150
combine_ram_llr_inst_383/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_150_DW01_inc_0
combine_ram_llr_inst_383/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2292
combine_ram_llr_inst_384             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_149
combine_ram_llr_inst_384/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_149
combine_ram_llr_inst_384/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_149_DW01_inc_0
combine_ram_llr_inst_384/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2291
combine_ram_llr_inst_385             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_148
combine_ram_llr_inst_385/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_148
combine_ram_llr_inst_385/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_148_DW01_inc_0
combine_ram_llr_inst_385/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2290
combine_ram_llr_inst_386             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_147
combine_ram_llr_inst_386/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_147
combine_ram_llr_inst_386/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_147_DW01_inc_0
combine_ram_llr_inst_386/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2289
combine_ram_llr_inst_387             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_146
combine_ram_llr_inst_387/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_146
combine_ram_llr_inst_387/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_146_DW01_inc_0
combine_ram_llr_inst_387/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2288
combine_ram_llr_inst_388             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_145
combine_ram_llr_inst_388/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_145
combine_ram_llr_inst_388/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_145_DW01_inc_0
combine_ram_llr_inst_388/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2287
combine_ram_llr_inst_389             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_144
combine_ram_llr_inst_389/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_144
combine_ram_llr_inst_389/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_144_DW01_inc_0
combine_ram_llr_inst_389/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2286
combine_ram_llr_inst_39              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_494
combine_ram_llr_inst_39/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_494
combine_ram_llr_inst_39/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_494_DW01_inc_0
combine_ram_llr_inst_39/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2636
combine_ram_llr_inst_390             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_143
combine_ram_llr_inst_390/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_143
combine_ram_llr_inst_390/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_143_DW01_inc_0
combine_ram_llr_inst_390/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2285
combine_ram_llr_inst_391             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_142
combine_ram_llr_inst_391/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_142
combine_ram_llr_inst_391/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_142_DW01_inc_0
combine_ram_llr_inst_391/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2284
combine_ram_llr_inst_392             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_141
combine_ram_llr_inst_392/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_141
combine_ram_llr_inst_392/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_141_DW01_inc_0
combine_ram_llr_inst_392/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2283
combine_ram_llr_inst_393             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_140
combine_ram_llr_inst_393/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_140
combine_ram_llr_inst_393/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_140_DW01_inc_0
combine_ram_llr_inst_393/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2282
combine_ram_llr_inst_394             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_139
combine_ram_llr_inst_394/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_139
combine_ram_llr_inst_394/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_139_DW01_inc_0
combine_ram_llr_inst_394/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2281
combine_ram_llr_inst_395             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_138
combine_ram_llr_inst_395/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_138
combine_ram_llr_inst_395/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_138_DW01_inc_0
combine_ram_llr_inst_395/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2280
combine_ram_llr_inst_396             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_137
combine_ram_llr_inst_396/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_137
combine_ram_llr_inst_396/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_137_DW01_inc_0
combine_ram_llr_inst_396/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2279
combine_ram_llr_inst_397             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_136
combine_ram_llr_inst_397/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_136
combine_ram_llr_inst_397/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_136_DW01_inc_0
combine_ram_llr_inst_397/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2278
combine_ram_llr_inst_398             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_135
combine_ram_llr_inst_398/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_135
combine_ram_llr_inst_398/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_135_DW01_inc_0
combine_ram_llr_inst_398/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2277
combine_ram_llr_inst_399             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_134
combine_ram_llr_inst_399/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_134
combine_ram_llr_inst_399/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_134_DW01_inc_0
combine_ram_llr_inst_399/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2276
combine_ram_llr_inst_4               1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_529
combine_ram_llr_inst_4/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_529
combine_ram_llr_inst_4/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_529_DW01_inc_0
combine_ram_llr_inst_4/ram_org       1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2671
combine_ram_llr_inst_40              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_493
combine_ram_llr_inst_40/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_493
combine_ram_llr_inst_40/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_493_DW01_inc_0
combine_ram_llr_inst_40/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2635
combine_ram_llr_inst_400             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_133
combine_ram_llr_inst_400/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_133
combine_ram_llr_inst_400/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_133_DW01_inc_0
combine_ram_llr_inst_400/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2275
combine_ram_llr_inst_401             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_132
combine_ram_llr_inst_401/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_132
combine_ram_llr_inst_401/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_132_DW01_inc_0
combine_ram_llr_inst_401/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2274
combine_ram_llr_inst_402             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_131
combine_ram_llr_inst_402/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_131
combine_ram_llr_inst_402/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_131_DW01_inc_0
combine_ram_llr_inst_402/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2273
combine_ram_llr_inst_403             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_130
combine_ram_llr_inst_403/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_130
combine_ram_llr_inst_403/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_130_DW01_inc_0
combine_ram_llr_inst_403/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2272
combine_ram_llr_inst_404             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_129
combine_ram_llr_inst_404/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_129
combine_ram_llr_inst_404/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_129_DW01_inc_0
combine_ram_llr_inst_404/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2271
combine_ram_llr_inst_405             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_128
combine_ram_llr_inst_405/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_128
combine_ram_llr_inst_405/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_128_DW01_inc_0
combine_ram_llr_inst_405/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2270
combine_ram_llr_inst_406             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_127
combine_ram_llr_inst_406/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_127
combine_ram_llr_inst_406/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_127_DW01_inc_0
combine_ram_llr_inst_406/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2269
combine_ram_llr_inst_407             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_126
combine_ram_llr_inst_407/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_126
combine_ram_llr_inst_407/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_126_DW01_inc_0
combine_ram_llr_inst_407/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2268
combine_ram_llr_inst_408             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_125
combine_ram_llr_inst_408/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_125
combine_ram_llr_inst_408/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_125_DW01_inc_0
combine_ram_llr_inst_408/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2267
combine_ram_llr_inst_409             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_124
combine_ram_llr_inst_409/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_124
combine_ram_llr_inst_409/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_124_DW01_inc_0
combine_ram_llr_inst_409/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2266
combine_ram_llr_inst_41              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_492
combine_ram_llr_inst_41/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_492
combine_ram_llr_inst_41/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_492_DW01_inc_0
combine_ram_llr_inst_41/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2634
combine_ram_llr_inst_410             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_123
combine_ram_llr_inst_410/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_123
combine_ram_llr_inst_410/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_123_DW01_inc_0
combine_ram_llr_inst_410/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2265
combine_ram_llr_inst_411             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_122
combine_ram_llr_inst_411/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_122
combine_ram_llr_inst_411/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_122_DW01_inc_0
combine_ram_llr_inst_411/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2264
combine_ram_llr_inst_412             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_121
combine_ram_llr_inst_412/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_121
combine_ram_llr_inst_412/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_121_DW01_inc_0
combine_ram_llr_inst_412/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2263
combine_ram_llr_inst_413             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_120
combine_ram_llr_inst_413/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_120
combine_ram_llr_inst_413/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_120_DW01_inc_0
combine_ram_llr_inst_413/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2262
combine_ram_llr_inst_414             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_119
combine_ram_llr_inst_414/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_119
combine_ram_llr_inst_414/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_119_DW01_inc_0
combine_ram_llr_inst_414/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2261
combine_ram_llr_inst_415             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_118
combine_ram_llr_inst_415/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_118
combine_ram_llr_inst_415/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_118_DW01_inc_0
combine_ram_llr_inst_415/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2260
combine_ram_llr_inst_416             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_117
combine_ram_llr_inst_416/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_117
combine_ram_llr_inst_416/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_117_DW01_inc_0
combine_ram_llr_inst_416/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2259
combine_ram_llr_inst_417             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_116
combine_ram_llr_inst_417/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_116
combine_ram_llr_inst_417/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_116_DW01_inc_0
combine_ram_llr_inst_417/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2258
combine_ram_llr_inst_418             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_115
combine_ram_llr_inst_418/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_115
combine_ram_llr_inst_418/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_115_DW01_inc_0
combine_ram_llr_inst_418/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2257
combine_ram_llr_inst_419             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_114
combine_ram_llr_inst_419/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_114
combine_ram_llr_inst_419/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_114_DW01_inc_0
combine_ram_llr_inst_419/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2256
combine_ram_llr_inst_42              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_491
combine_ram_llr_inst_42/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_491
combine_ram_llr_inst_42/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_491_DW01_inc_0
combine_ram_llr_inst_42/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2633
combine_ram_llr_inst_420             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_113
combine_ram_llr_inst_420/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_113
combine_ram_llr_inst_420/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_113_DW01_inc_0
combine_ram_llr_inst_420/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2255
combine_ram_llr_inst_421             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_112
combine_ram_llr_inst_421/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_112
combine_ram_llr_inst_421/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_112_DW01_inc_0
combine_ram_llr_inst_421/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2254
combine_ram_llr_inst_422             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_111
